CustomerID,Surname,NetworkScore,Region,Gender,Age,Tenure,MonthlyCharge,NumOfProducts,HasInternetService,IsActiveMember,EstimatedMonthlyUsage,Exited
5275,Guerrero,43.0,East,Other,41.0,10,23.25,1,0,0.0,503.44,0
4956,Ramsey,55.0,West,Female,69.0,12,85.83,2,0,1.0,338.91,1
3691,Roman,66.0,South,Other,58.0,17,90.76,2,1,1.0,991.43,0
428,Phillips,19.0,East,Female,55.0,20,94.73,1,0,0.0,907.01,0
4337,Smith,,North,Other,41.0,16,29.69,2,0,1.0,564.25,0
5753,Williamson,89.0,North,Other,51.0,12,197.35,2,0,0.0,697.85,1
2476,Morton,41.0,North,Male,25.0,13,47.09,2,0,1.0,653.71,1
5033,Wright,74.0,South,Female,24.0,13,65.17,1,1,1.0,878.92,1
2864,Estes,87.0,South,Other,35.0,8,170.33,3,0,1.0,797.02,0
1871,Anderson,69.0,West,Other,62.0,16,110.69,3,1,0.0,844.64,1
5963,Caldwell,70.0,East,Male,24.0,10,39.05,1,0,0.0,315.48,1
1612,Franklin,98.0,East,Male,30.0,15,170.1,2,1,1.0,862.75,0
5267,Harvey,75.0,South,Other,48.0,17,143.67,1,1,0.0,806.87,1
1228,Williams,80.0,North,Female,40.0,7,92.6,1,1,0.0,869.95,1
897,Mcdonald,30.0,East,Female,23.0,12,124.86,4,0,0.0,906.59,1
4921,Williams,,North,Female,18.0,9,93.27,2,0,0.0,613.91,1
2549,Howell,19.0,East,Female,68.0,4,64.32,1,0,0.0,231.75,1
1583,Huff,15.0,West,Male,47.0,13,178.34,1,0,1.0,527.23,0
3592,Knight,95.0,North,Male,56.0,9,72.98,4,1,0.0,388.8,0
5294,Jones,79.0,North,Male,68.0,8,50.4,4,1,0.0,750.44,0
108,Savage,52.0,North,Female,63.0,2,101.5,1,0,0.0,529.54,1
4182,White,97.0,East,Male,30.0,6,72.91,2,1,0.0,988.98,1
5332,Baker,31.0,West,Male,37.0,0,123.64,4,0,1.0,745.03,0
888,Dunn,93.0,South,Male,33.0,0,50.11,4,0,0.0,485.56,1
2356,Griffin,85.0,East,Male,55.0,5,49.27,2,0,0.0,835.0,0
3321,Scott,85.0,West,Other,27.0,6,155.25,3,0,1.0,422.27,1
5763,Carter,90.0,North,Male,52.0,19,25.07,2,1,0.0,589.22,0
3956,Sampson,72.0,East,Other,56.0,2,89.63,4,1,0.0,865.66,0
3649,Leon,8.0,East,Male,46.0,9,109.79,3,0,1.0,426.8,0
2650,Mercer,27.0,North,Other,34.0,13,25.63,1,0,0.0,352.3,0
2701,Cain,84.0,East,Male,64.0,12,27.65,4,0,1.0,397.17,0
2871,Singh,,South,Other,41.0,0,53.36,1,0,1.0,103.49,0
1038,Martinez,59.0,North,Male,27.0,19,38.13,1,1,1.0,315.41,0
887,Castillo,46.0,East,Other,24.0,0,117.71,4,1,0.0,391.94,1
1972,Foster,48.0,North,Other,,2,55.54,1,0,0.0,452.87,0
956,Blake,87.0,East,Other,66.0,9,110.23,3,1,1.0,730.15,0
5625,Jordan,58.0,South,Other,30.0,15,160.51,4,0,0.0,114.95,1
1958,Tran,37.0,North,Other,,9,175.25,4,0,1.0,915.82,0
2707,Lucero,80.0,East,Male,60.0,15,188.12,1,0,1.0,533.41,0
3546,Smith,65.0,South,Female,18.0,9,40.47,2,1,0.0,648.3,1
144,Johnson,69.0,South,Male,61.0,12,55.49,2,1,0.0,663.67,0
5629,Steele,43.0,East,Other,45.0,15,32.04,1,0,0.0,462.04,0
2141,Hancock,44.0,North,Other,51.0,20,160.29,2,0,0.0,588.35,0
5441,Rivera,,North,Male,21.0,7,32.34,1,1,1.0,379.18,1
3498,Velasquez,88.0,West,Male,65.0,3,196.82,1,1,1.0,563.93,0
9,Combs,66.0,East,Male,,19,112.08,4,0,0.0,175.5,1
2054,Miller,98.0,South,Other,67.0,12,42.81,2,0,0.0,619.23,0
4582,Deleon,70.0,North,Other,24.0,8,73.24,3,0,,845.53,1
1897,Freeman,13.0,West,Female,52.0,13,113.19,2,1,1.0,884.42,0
2936,Morales,52.0,West,Other,21.0,1,107.41,3,0,0.0,210.04,1
3474,Jones,3.0,East,Female,,19,53.65,4,1,0.0,210.22,1
2159,Griffin,,East,Other,51.0,0,111.57,4,1,0.0,221.73,1
4380,Christian,67.0,East,Male,31.0,20,145.65,3,1,1.0,818.94,1
3406,Blair,2.0,East,Other,35.0,9,101.48,4,0,1.0,631.09,0
4989,Chambers,19.0,South,Female,69.0,9,81.85,2,0,0.0,992.86,1
2469,Matthews,46.0,East,Other,59.0,0,144.55,2,1,0.0,444.23,1
4445,Meyer,80.0,West,Male,40.0,18,137.0,2,1,1.0,911.68,0
1753,Mccormick,58.0,West,Male,31.0,15,131.8,1,0,1.0,369.66,1
2128,Gutierrez,48.0,East,Other,,13,114.57,3,1,0.0,806.59,1
3272,Glenn,96.0,West,Male,29.0,6,151.89,2,1,0.0,891.84,1
233,Black,86.0,East,Female,49.0,4,109.27,3,1,1.0,821.83,1
3404,Henry,26.0,South,Other,19.0,16,162.08,3,0,0.0,609.17,1
3578,Manning,86.0,East,Other,27.0,15,136.25,4,1,1.0,705.46,0
1939,Thomas,17.0,South,Other,32.0,8,189.72,4,0,1.0,319.35,0
1965,Jenkins,82.0,South,Female,37.0,8,79.8,1,1,0.0,659.28,1
4588,Thomas,10.0,East,Other,43.0,19,40.28,3,0,0.0,551.95,0
3096,Mitchell,4.0,West,Male,29.0,6,83.63,1,0,0.0,503.19,1
3119,Stevenson,95.0,West,Other,41.0,10,56.3,1,1,0.0,117.96,0
2720,Roth,85.0,North,Male,39.0,9,32.92,4,1,0.0,721.35,0
4946,Brown,57.0,West,Male,,6,158.41,3,0,0.0,816.17,1
5361,Chandler,59.0,East,Female,43.0,0,26.98,1,1,1.0,664.94,1
5798,Phillips,49.0,South,Other,48.0,11,157.34,1,1,1.0,458.72,0
4558,Finley,97.0,South,Male,18.0,8,69.22,2,1,0.0,748.13,1
1480,Castillo,99.0,North,Other,34.0,12,144.21,1,1,0.0,820.45,1
3809,Thomas,7.0,North,Female,50.0,17,139.32,2,1,1.0,222.31,1
5796,Murray,88.0,East,Male,29.0,14,71.7,4,1,1.0,316.97,1
319,Jensen,66.0,North,Female,24.0,9,126.33,3,0,0.0,208.31,1
2794,Dodson,4.0,North,Other,66.0,18,20.06,3,0,1.0,673.1,0
3621,Harris,55.0,North,Male,38.0,4,198.74,3,0,0.0,758.91,1
2870,Middleton,45.0,North,Male,18.0,8,92.79,4,0,1.0,299.69,1
4950,Rasmussen,62.0,East,Female,38.0,14,91.08,2,0,1.0,991.0,1
521,Dominguez,62.0,North,Female,57.0,18,30.07,3,0,0.0,608.3,1
5358,Snyder,4.0,North,Female,69.0,6,112.9,1,1,1.0,177.32,1
282,Johnson,30.0,East,Other,35.0,10,74.88,3,0,1.0,736.54,0
1998,Martinez,48.0,South,Female,40.0,0,104.14,2,0,0.0,576.8,0
1940,Medina,28.0,North,Other,45.0,4,74.11,3,1,0.0,655.94,1
4620,Walter,70.0,North,Male,67.0,7,106.78,4,0,0.0,170.59,1
1991,Robinson,30.0,South,Female,36.0,9,120.21,4,1,1.0,795.64,1
4223,Guzman,49.0,South,Other,46.0,7,61.0,3,1,0.0,258.9,1
911,Alvarez,66.0,North,Other,48.0,13,182.16,4,1,0.0,371.31,0
3604,Fuentes,76.0,West,Other,60.0,18,197.92,4,0,0.0,396.19,1
1876,Allen,13.0,South,Female,69.0,10,106.38,3,0,1.0,665.87,0
2977,Hunter,54.0,South,Male,51.0,5,159.01,1,0,0.0,382.71,1
5627,Taylor,19.0,East,Other,,19,64.59,1,1,1.0,523.33,1
2620,Cline,85.0,West,Male,,2,195.52,2,0,1.0,358.63,1
5705,Diaz,36.0,West,Male,69.0,11,63.94,4,1,,910.4,0
4458,Ross,59.0,South,Other,32.0,18,176.26,1,0,1.0,473.09,0
4673,Brown,5.0,West,Male,67.0,15,27.94,4,1,0.0,616.68,0
2424,Walker,66.0,North,Other,25.0,14,154.53,2,0,1.0,989.58,0
2421,West,47.0,South,Male,57.0,6,109.48,2,0,0.0,147.09,1
415,West,81.0,West,Male,54.0,8,124.61,4,0,0.0,798.99,1
2261,Ramos,83.0,East,Other,57.0,6,68.1,3,1,1.0,227.74,0
320,Hanson,10.0,South,Other,61.0,0,150.97,4,1,1.0,950.78,1
1887,Petersen,5.0,North,Male,41.0,1,52.39,2,0,1.0,741.69,0
5650,Soto,78.0,South,Male,21.0,6,30.8,2,0,0.0,875.0,1
2287,Johnson,91.0,West,Other,61.0,12,133.14,4,0,0.0,703.69,1
1345,Mckinney,32.0,South,Other,58.0,8,82.23,3,1,1.0,684.69,0
3645,Stone,95.0,North,Female,54.0,4,58.52,4,1,0.0,748.91,0
1623,Villegas,53.0,West,Female,69.0,16,155.77,2,1,0.0,416.42,1
5410,Beck,46.0,South,Female,44.0,6,23.76,3,1,0.0,278.27,1
3102,Hoffman,77.0,East,Male,44.0,6,123.34,2,1,1.0,464.76,0
1669,Chapman,5.0,South,Female,68.0,0,65.37,1,1,1.0,801.42,1
989,Scott,89.0,East,Female,24.0,3,85.92,4,1,0.0,236.44,1
2514,Arias,37.0,North,Male,23.0,14,63.58,4,1,0.0,662.43,0
976,Lee,16.0,South,Male,,16,100.91,3,1,1.0,853.74,1
164,Harris,,North,Male,37.0,6,37.24,4,0,1.0,264.51,0
1021,Washington,50.0,North,Other,52.0,11,37.46,3,1,0.0,810.03,1
1469,Ramirez,25.0,South,Male,19.0,13,102.96,3,1,0.0,718.58,1
963,Garcia,75.0,South,Female,25.0,9,160.4,1,1,0.0,881.52,1
3980,Manning,61.0,East,Other,36.0,6,145.23,4,1,0.0,263.06,0
5948,Williamson,79.0,North,Female,28.0,4,45.98,4,1,,579.21,1
4037,Hunt,76.0,North,Other,20.0,8,102.56,1,0,0.0,628.22,1
5544,Robinson,4.0,South,Female,38.0,10,152.77,2,0,1.0,481.28,0
1287,Gibson,63.0,West,Female,19.0,12,81.74,3,0,1.0,867.25,1
3136,Sanchez,18.0,West,Female,46.0,13,55.9,2,0,0.0,791.06,0
205,Martin,26.0,West,Other,63.0,10,189.24,1,1,0.0,827.04,1
4913,Martin,57.0,East,Other,36.0,2,131.02,1,0,1.0,539.57,0
4603,Campbell,7.0,North,Other,41.0,19,151.49,3,0,1.0,756.33,0
3580,Ramirez,76.0,East,Male,33.0,5,116.53,4,0,1.0,756.11,0
1923,Sanchez,22.0,West,Male,38.0,2,196.89,2,1,1.0,724.15,0
5091,Johnson,41.0,West,Female,40.0,11,147.3,3,0,0.0,912.87,1
1329,Crawford,7.0,East,Other,44.0,7,58.34,3,0,0.0,740.86,0
5918,Hernandez,21.0,South,Female,34.0,10,36.3,2,0,0.0,925.16,0
5896,Fox,20.0,East,Other,19.0,4,80.53,2,0,,441.8,1
5347,Dunn,75.0,North,Male,21.0,17,178.51,2,1,0.0,680.23,1
401,Joseph,77.0,West,Male,54.0,0,73.06,1,1,0.0,598.19,0
1357,Thomas,31.0,East,Male,51.0,16,196.11,3,0,1.0,534.89,0
3610,Long,8.0,South,Male,28.0,0,130.99,3,1,1.0,612.25,1
4332,Mitchell,65.0,East,Other,61.0,9,170.72,3,0,0.0,108.82,0
1870,Sullivan,81.0,West,Male,26.0,2,132.19,3,0,0.0,529.77,0
2834,Gibson,40.0,North,Male,54.0,0,28.52,2,1,0.0,356.01,1
1212,Wilson,23.0,East,Other,59.0,14,86.32,2,0,1.0,970.83,0
134,Cardenas,97.0,South,Other,21.0,2,94.68,2,1,1.0,,1
5718,Le,2.0,West,Male,51.0,2,33.09,3,0,0.0,783.87,0
1142,Hood,,West,Male,66.0,0,182.47,1,0,1.0,109.0,0
3192,Thomas,38.0,West,Male,50.0,16,150.26,4,1,0.0,859.41,1
3552,Garcia,45.0,North,Other,44.0,7,171.93,2,1,0.0,913.09,1
5137,Park,86.0,South,Male,67.0,20,161.17,3,0,0.0,320.56,0
1891,Flores,,South,Female,59.0,17,39.31,3,1,1.0,814.7,1
3350,Perez,57.0,North,Male,26.0,11,181.31,4,1,1.0,739.01,1
135,Wilson,52.0,North,Other,62.0,6,199.24,3,0,0.0,942.97,1
1320,Fisher,47.0,North,Female,50.0,19,112.49,1,1,1.0,907.94,1
2091,Barnett,85.0,South,Other,61.0,11,153.74,4,1,1.0,618.53,0
1698,Jackson,25.0,West,Male,64.0,15,173.35,3,1,0.0,220.97,1
2564,Figueroa,5.0,East,Male,70.0,20,66.32,3,0,0.0,408.78,0
1629,Jones,35.0,South,Male,68.0,2,36.35,1,1,1.0,276.7,0
3227,Hernandez,86.0,South,Female,67.0,15,60.88,1,0,,312.4,1
5962,Lowe,51.0,West,Male,65.0,9,89.54,1,0,1.0,565.65,0
4434,Austin,5.0,West,Female,43.0,10,104.08,4,0,1.0,739.77,1
2893,Richards,8.0,West,Female,63.0,3,162.5,1,0,0.0,513.3,1
4176,Murphy,44.0,East,Other,55.0,9,24.12,4,0,1.0,326.1,0
598,Moore,12.0,North,Other,20.0,9,96.49,2,1,0.0,159.93,0
4983,Santos,91.0,North,Other,57.0,0,112.22,3,0,,292.52,0
985,Parsons,80.0,West,Male,26.0,1,165.73,4,1,1.0,943.81,1
4211,Lloyd,67.0,West,Male,35.0,9,152.28,4,1,1.0,726.4,0
5187,Sanchez,60.0,South,Female,45.0,16,44.87,3,1,0.0,801.86,1
5421,Mosley,53.0,North,Male,19.0,14,186.37,4,1,1.0,,0
3839,Cummings,35.0,North,Other,70.0,8,78.92,4,0,1.0,239.05,0
5636,Butler,63.0,West,Other,55.0,14,105.59,2,0,1.0,733.31,0
4954,Benitez,95.0,South,Female,55.0,15,136.15,3,0,0.0,353.98,0
4471,Davidson,87.0,South,Male,58.0,12,62.52,2,1,1.0,470.57,0
1539,Mcguire,15.0,East,Female,54.0,5,161.96,4,1,1.0,899.59,0
228,Bennett,85.0,South,Female,33.0,3,123.92,2,1,0.0,191.61,1
3630,Petty,92.0,South,Male,38.0,18,142.22,3,1,0.0,853.33,0
5026,Jones,,East,Other,18.0,10,43.93,1,0,0.0,856.23,0
5778,Day,68.0,South,Male,70.0,17,51.8,2,1,0.0,992.4,0
5537,Peters,75.0,South,Male,59.0,17,28.35,4,0,1.0,396.02,0
917,Wheeler,30.0,East,Other,47.0,10,44.61,3,1,1.0,791.9,0
4163,Flores,46.0,West,Female,56.0,15,31.39,4,1,0.0,474.32,0
983,Hernandez,,North,Male,52.0,15,59.74,3,0,1.0,544.91,0
5592,Livingston,100.0,West,Female,,6,198.3,2,0,1.0,626.0,1
3336,Jimenez,41.0,North,Male,20.0,12,74.73,1,1,1.0,469.36,1
1471,Roberson,4.0,East,Male,56.0,8,98.5,2,0,0.0,418.79,0
4345,Thompson,39.0,South,Male,60.0,2,59.87,1,0,1.0,745.91,0
3770,Quinn,78.0,South,Female,36.0,18,181.83,4,0,0.0,186.23,1
3007,Foster,49.0,North,Female,41.0,13,132.17,3,0,,633.82,1
694,Garcia,29.0,West,Other,29.0,18,118.46,2,1,0.0,230.25,1
4682,Fernandez,5.0,North,Female,60.0,17,36.0,4,0,0.0,777.45,0
975,Mckinney,76.0,East,Female,25.0,10,30.7,4,1,1.0,513.48,1
3788,Velez,92.0,South,Female,56.0,19,135.95,3,0,1.0,567.79,0
5777,Sims,76.0,North,Other,25.0,9,151.29,2,1,1.0,218.33,1
2403,Carter,79.0,East,Male,48.0,3,71.29,1,1,1.0,940.12,0
5412,Parker,67.0,West,Male,22.0,11,197.23,1,1,0.0,507.54,1
3678,Swanson,82.0,East,Male,57.0,13,30.05,1,1,0.0,113.27,0
3960,Mendez,29.0,East,Other,42.0,7,163.46,1,1,1.0,861.72,0
2967,Chambers,78.0,South,Female,37.0,13,128.43,3,0,1.0,933.22,1
1407,Carter,31.0,South,Male,50.0,10,35.65,3,0,0.0,541.89,0
854,Dixon,94.0,East,Other,68.0,11,187.04,2,1,1.0,581.87,0
4511,Gardner,30.0,South,Other,42.0,6,100.38,1,0,1.0,591.59,0
2945,Erickson,84.0,East,Female,21.0,7,144.49,1,1,1.0,850.51,1
5446,Livingston,2.0,West,Male,50.0,12,83.19,1,1,0.0,392.19,0
3145,Ochoa,98.0,East,Other,39.0,14,185.41,2,1,,968.99,0
5478,Harmon,13.0,West,Male,51.0,19,143.11,3,0,1.0,338.67,0
2449,Lawrence,28.0,West,Female,41.0,20,137.52,2,1,0.0,531.05,1
1125,Johnson,62.0,North,Male,,1,151.19,4,1,1.0,608.32,0
4470,Frederick,92.0,South,Female,60.0,0,157.94,4,1,1.0,942.42,1
455,Carter,64.0,West,Other,62.0,2,177.93,1,1,1.0,722.45,0
299,Fowler,8.0,East,Male,65.0,16,194.44,4,0,1.0,752.1,0
436,Price,92.0,West,Female,68.0,5,197.63,3,0,0.0,803.68,1
3623,Craig,29.0,East,Male,44.0,20,182.65,4,1,1.0,586.29,1
5889,Swanson,51.0,East,Other,36.0,19,89.36,4,0,0.0,626.29,0
1905,Coleman,9.0,West,Other,,15,45.44,1,0,1.0,500.96,0
4804,Gray,34.0,East,Other,25.0,14,137.84,1,0,1.0,920.24,0
2439,Russell,59.0,South,Female,61.0,19,54.64,1,0,1.0,682.49,1
3182,Johnson,82.0,East,Female,49.0,20,122.83,1,0,1.0,219.48,1
1890,Mack,63.0,West,Male,40.0,19,191.57,3,0,,696.0,0
5394,Smith,22.0,South,Other,40.0,16,111.29,4,0,0.0,643.02,0
4581,Forbes,58.0,North,Other,63.0,11,61.74,4,1,0.0,730.33,0
4091,Smith,44.0,North,Other,,6,189.95,1,1,1.0,473.58,0
1323,Michael,48.0,West,Female,54.0,13,135.05,3,1,0.0,361.74,1
182,Stewart,,East,Other,27.0,7,131.47,4,0,,590.71,1
4563,Rivera,85.0,South,Other,35.0,18,57.83,3,0,0.0,397.18,0
2315,Bray,86.0,West,Male,36.0,15,30.54,4,1,0.0,,0
3909,Elliott,81.0,South,Male,60.0,14,109.25,2,0,1.0,277.46,0
4353,Sawyer,45.0,South,Other,57.0,16,59.87,2,0,1.0,382.15,0
1286,Henderson,16.0,East,Male,37.0,6,177.85,1,0,1.0,658.48,0
4238,Hernandez,90.0,North,Other,56.0,9,105.35,4,1,0.0,602.08,0
3133,Campbell,1.0,West,Female,24.0,16,185.39,4,1,0.0,572.22,1
4961,Johnson,56.0,South,Male,42.0,20,108.06,3,0,0.0,767.24,0
1279,Bryant,95.0,South,Other,44.0,14,85.43,4,1,1.0,,0
3166,Brown,47.0,East,Female,25.0,20,185.24,1,1,1.0,968.19,1
2927,Padilla,73.0,West,Female,29.0,20,64.92,3,0,0.0,,1
544,Henson,15.0,East,Male,22.0,0,21.77,2,0,0.0,195.73,1
1445,Hart,58.0,West,Other,39.0,5,26.03,3,1,0.0,343.45,0
5953,Miller,33.0,North,Male,59.0,9,92.78,1,1,1.0,,1
3277,Hoover,88.0,West,Female,36.0,0,24.56,4,1,0.0,525.61,0
639,Smith,22.0,South,Male,27.0,14,123.34,4,0,0.0,123.62,1
4370,Landry,73.0,South,Other,55.0,19,47.13,1,1,0.0,605.61,0
5088,Shah,,East,Male,55.0,10,36.9,4,1,0.0,105.92,1
3256,Flores,70.0,West,Male,18.0,10,147.7,4,0,,905.16,1
1977,Vargas,44.0,South,Other,46.0,9,26.41,3,0,0.0,883.55,0
899,Stewart,76.0,North,Other,,16,190.06,2,0,1.0,166.43,0
3673,Tapia,99.0,West,Other,25.0,12,93.24,1,0,0.0,348.67,1
3780,Best,57.0,North,Other,45.0,20,107.7,2,0,1.0,640.02,0
1041,Wiggins,67.0,South,Male,42.0,12,175.39,3,0,0.0,750.46,0
1397,Dawson,,East,Female,54.0,17,79.44,4,1,0.0,738.19,1
2186,Evans,98.0,West,Female,39.0,15,65.14,1,1,0.0,205.59,1
1027,Gonzalez,58.0,West,Male,60.0,18,78.99,3,0,1.0,663.02,0
2916,Landry,98.0,West,Male,53.0,0,162.5,2,1,1.0,779.94,0
2325,Wilson,74.0,West,Male,53.0,2,191.99,3,1,1.0,104.39,0
5787,Johnson,,West,Other,24.0,18,121.53,4,0,0.0,186.95,0
3172,Alvarado,22.0,East,Female,33.0,6,115.74,3,0,,246.13,1
1925,Adams,19.0,North,Male,68.0,15,39.42,4,1,1.0,624.78,0
3397,Austin,64.0,East,Female,45.0,0,20.78,2,0,0.0,121.03,0
1185,Gonzalez,9.0,West,Male,55.0,13,149.67,2,0,0.0,810.65,1
4098,Scott,71.0,East,Other,58.0,0,107.11,1,0,1.0,164.4,0
3728,Stewart,67.0,South,Other,43.0,6,72.99,3,1,1.0,680.84,0
4425,Hill,9.0,South,Male,48.0,1,131.61,4,1,0.0,103.52,0
791,Bush,66.0,North,Other,23.0,6,166.81,4,1,1.0,472.63,0
3593,Robinson,52.0,East,Female,39.0,11,35.65,1,1,0.0,411.64,1
4031,Gray,6.0,North,Other,55.0,20,83.5,3,1,0.0,113.03,0
3393,Abbott,62.0,North,Other,38.0,12,112.77,4,0,1.0,357.56,0
981,Smith,95.0,South,Female,33.0,16,61.8,3,1,1.0,145.53,1
4213,Sanchez,91.0,North,Female,60.0,3,135.59,1,0,0.0,424.28,1
4791,Vargas,69.0,North,Male,59.0,6,154.06,1,1,1.0,243.58,0
5029,Haynes,47.0,West,Female,62.0,13,96.71,3,1,0.0,,1
4411,Thompson,65.0,South,Female,34.0,13,93.92,4,0,1.0,664.94,1
4897,Gilbert,29.0,North,Female,30.0,4,77.12,4,0,0.0,158.08,0
5870,Duffy,1.0,South,Other,,18,46.4,4,0,0.0,,0
2847,Taylor,18.0,South,Female,66.0,20,72.84,2,0,1.0,126.33,1
5496,Knight,57.0,West,Other,43.0,0,33.12,1,1,0.0,223.36,0
2922,Harrell,91.0,South,Male,69.0,11,68.77,3,0,0.0,375.35,0
2517,Kelly,56.0,South,Other,62.0,19,88.43,3,0,0.0,449.18,0
2363,Lopez,19.0,East,Male,28.0,15,119.58,2,0,1.0,493.83,1
4066,Spears,27.0,East,Other,55.0,20,72.71,1,1,1.0,845.24,0
2844,Gutierrez,59.0,West,Female,65.0,13,25.98,1,0,0.0,204.15,1
2516,Johnson,97.0,South,Female,31.0,18,84.09,1,0,1.0,979.93,1
1729,Caldwell,74.0,South,Female,62.0,3,154.28,4,1,1.0,630.05,1
367,Skinner,31.0,South,Male,28.0,6,142.08,3,1,0.0,152.45,1
1496,Davis,40.0,North,Male,40.0,12,165.45,1,0,0.0,639.95,1
5501,Smith,74.0,South,Other,32.0,0,75.63,4,0,1.0,238.15,0
3090,Campos,84.0,South,Female,62.0,12,25.49,1,1,1.0,180.97,1
3992,Martinez,62.0,North,Female,21.0,6,104.05,4,1,1.0,117.37,0
710,Franco,46.0,South,Male,41.0,5,35.18,4,0,0.0,772.74,0
1535,Williams,11.0,West,Female,24.0,5,71.47,2,0,0.0,989.26,1
5507,Sandoval,81.0,North,Male,52.0,3,44.67,1,0,0.0,262.47,0
2816,Rivera,65.0,North,Male,,1,85.12,1,0,1.0,914.48,0
2926,Blair,47.0,South,Female,67.0,0,26.72,3,0,0.0,261.12,1
4763,Howard,89.0,East,Female,28.0,0,154.25,2,1,1.0,977.48,1
1576,Wright,10.0,West,Male,26.0,20,38.47,3,1,0.0,874.16,1
250,Brock,74.0,West,Female,46.0,18,129.5,2,0,0.0,563.4,1
2005,Cooper,8.0,West,Other,65.0,12,148.44,4,1,1.0,136.85,0
4898,Rubio,39.0,East,Other,,11,94.85,4,0,1.0,157.07,0
3696,Barnett,,West,Other,66.0,5,24.47,1,0,1.0,167.85,0
120,Yu,14.0,West,Other,47.0,15,134.01,1,0,0.0,376.35,1
844,Lane,,South,Male,57.0,7,116.43,3,0,1.0,693.77,0
2613,Griffin,50.0,South,Male,30.0,15,113.03,4,0,1.0,150.06,0
2912,Doyle,19.0,East,Other,38.0,15,88.71,2,1,,566.09,0
5341,Brady,28.0,North,Female,26.0,1,188.14,1,0,1.0,504.65,1
3606,Wall,86.0,South,Female,26.0,15,187.44,4,0,1.0,564.66,0
848,Moore,39.0,North,Other,66.0,11,189.98,3,1,1.0,303.42,0
4877,Petersen,68.0,West,Female,41.0,0,81.47,2,1,0.0,649.96,1
4911,Cherry,55.0,West,Male,36.0,20,181.5,4,0,0.0,212.1,0
4399,Baker,57.0,West,Male,53.0,6,139.75,3,0,0.0,804.7,0
3933,Rogers,81.0,North,Male,19.0,19,78.51,4,1,1.0,604.71,1
2431,Douglas,45.0,West,Female,41.0,14,183.55,1,1,0.0,493.67,1
2460,Dennis,52.0,East,Other,49.0,17,168.24,1,0,0.0,875.59,0
5944,Lane,77.0,East,Other,48.0,16,54.61,2,0,1.0,257.4,0
4836,Bauer,34.0,North,Female,21.0,17,63.27,3,1,1.0,,1
445,Hooper,35.0,West,Female,33.0,20,38.73,4,1,0.0,430.94,1
2280,Cline,24.0,South,Other,70.0,7,196.42,4,1,1.0,280.26,0
4312,Proctor,12.0,North,Other,23.0,1,118.32,3,0,0.0,824.63,1
2260,Campbell,58.0,North,Female,63.0,12,198.51,2,1,0.0,743.89,1
5840,Mathis,94.0,West,Other,63.0,19,158.31,4,0,1.0,215.35,0
2297,Daniel,48.0,East,Other,36.0,0,99.54,1,0,0.0,,0
3917,Martin,19.0,East,Female,41.0,1,169.14,1,0,1.0,492.27,1
454,Simmons,48.0,East,Other,21.0,11,33.4,4,0,0.0,189.74,1
1880,Miller,78.0,West,Female,70.0,3,138.43,1,0,0.0,639.52,1
1071,Butler,62.0,North,Female,56.0,2,93.42,1,0,1.0,592.37,1
1214,Doyle,73.0,South,Female,65.0,4,176.43,4,0,0.0,240.68,0
3263,Moreno,65.0,South,Female,25.0,12,145.43,2,0,0.0,560.51,1
3475,Johnson,60.0,North,Male,70.0,20,156.33,4,0,0.0,478.85,0
3495,Black,93.0,West,Other,55.0,19,56.9,3,0,0.0,120.21,0
4714,Johnson,43.0,South,Female,51.0,14,105.34,1,0,0.0,233.17,0
3898,Morgan,12.0,West,Other,62.0,20,168.79,3,1,0.0,546.92,1
5626,Lee,67.0,South,Female,33.0,12,68.87,2,0,0.0,558.36,1
5737,Haynes,,East,Other,30.0,20,25.17,2,0,0.0,,1
4512,Sloan,53.0,East,Female,46.0,12,181.57,3,0,0.0,520.24,0
961,Crane,81.0,East,Other,18.0,3,86.04,1,0,0.0,825.29,1
766,Bowman,38.0,South,Male,21.0,5,175.98,1,0,0.0,818.46,1
3880,Jones,47.0,North,Female,43.0,7,58.9,1,1,1.0,274.23,1
5018,Knight,,East,Other,,7,90.58,2,1,0.0,858.26,0
3586,Curtis,14.0,East,Other,43.0,6,140.03,4,0,0.0,985.72,0
5182,Taylor,3.0,South,Other,31.0,0,146.49,2,1,0.0,205.07,0
658,Fields,69.0,East,Male,51.0,13,38.69,4,1,0.0,378.16,0
4065,Olson,24.0,West,Other,64.0,15,21.35,3,0,0.0,431.55,0
3714,Booth,18.0,West,Other,31.0,1,30.93,3,0,1.0,834.07,1
1734,Smith,72.0,South,Other,66.0,4,197.2,3,1,1.0,484.78,0
183,Smith,65.0,East,Other,50.0,9,152.32,3,0,1.0,619.63,0
2070,Munoz,56.0,South,Other,18.0,11,124.49,4,1,1.0,395.23,1
3003,Young,10.0,South,Male,21.0,18,95.47,3,0,1.0,832.83,1
2999,Craig,7.0,West,Male,19.0,18,158.35,4,0,1.0,782.0,0
192,Curtis,44.0,North,Other,22.0,6,67.56,4,1,0.0,553.29,1
3389,Morrow,99.0,North,Other,45.0,11,94.98,3,1,0.0,269.33,0
3936,Stein,98.0,East,Other,42.0,19,150.42,3,0,0.0,511.39,1
4297,Hancock,15.0,South,Other,18.0,1,72.05,4,0,0.0,202.73,1
3668,Caldwell,29.0,West,Female,60.0,13,123.41,1,1,1.0,384.08,1
